model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_text,effective_error_category,effective_subrule,start,end,modernised_context,modernised_txt_path,pre_modernisation_txt_path,distinct_annotations,affected_documents,affected_archives,affected_reviewers,cross_context_prompt_candidate
Llama 3.3 70B · 12 000 TPM,BnF_117_15,bnf_117,Flor,5350,y,y,Cambios,Sustitución,681,682,"…ue esta causa se sustancie con todos los demás que se le ha notificado al dicho Carvajal, [[y]] pido justicia. El licenciado Gaspar de Valdés",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_117_15_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_117_15/BnF_117_15_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5585,y,y,Cambios,Sustitución,86,87,"Sea alabado el nombre del Señor. Entendi vuestras palabras, de vos mi madre y señora, [[y]] de vos mi hermano don Pedro Dionisio, que vinieron escritas en vuestra carta sobre el sue…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5586,y,y,Cambios,Sustitución,180,181,"…vos mi hermano don Pedro Dionisio, que vinieron escritas en vuestra carta sobre el suelo [[y]] tierra de mis casas, que están y son en las espaldas de las casas de Álvaro, porque yo os…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5587,y,y,Cambios,Sustitución,213,214,"…o, que vinieron escritas en vuestra carta sobre el suelo y tierra de mis casas, que están [[y]] son en las espaldas de las casas de Álvaro, porque yo os mandé que las bendijeseis, porqu…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5588,Y,y,Cambios,Sustitución,319,320,"…aldas de las casas de Álvaro, porque yo os mandé que las bendijeseis, porque es cosa mía. [[Y]] agora soy informada que Alonso Cuauhtli trata pleito sobre ello, y su mujer y la hija de…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5589,y,y,Cambios,Sustitución,386,387,"…s, porque es cosa mía. Y agora soy informada que Alonso Cuauhtli trata pleito sobre ello, [[y]] su mujer y la hija de Simón. Yo digo que aquellos no son mis parientes, porque son macehu…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5590,y,y,Cambios,Sustitución,397,398,"…s cosa mía. Y agora soy informada que Alonso Cuauhtli trata pleito sobre ello, y su mujer [[y]] la hija de Simón. Yo digo que aquellos no son mis parientes, porque son macehuales. No sé…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5591,y,y,Cambios,Sustitución,551,552,"…orque son macehuales. No sé por qué causa trata pleito sobre cosa mía, porque me las dejó [[y]] yo las heredé de mi abuelo Cihuayztitzin. Y la tierra es mía y de mi hacienda. Y como tal…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5592,Y,y,Cambios,Sustitución,595,596,"…ata pleito sobre cosa mía, porque me las dejó y yo las heredé de mi abuelo Cihuayztitzin. [[Y]] la tierra es mía y de mi hacienda. Y como tal, yo lo hube y recibí el valor de ellas. Y s…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5593,y,y,Cambios,Sustitución,614,615,"…sa mía, porque me las dejó y yo las heredé de mi abuelo Cihuayztitzin. Y la tierra es mía [[y]] de mi hacienda. Y como tal, yo lo hube y recibí el valor de ellas. Y si es verdad lo que…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5594,Y,y,Cambios,Sustitución,632,633,"…las dejó y yo las heredé de mi abuelo Cihuayztitzin. Y la tierra es mía y de mi hacienda. [[Y]] como tal, yo lo hube y recibí el valor de ellas. Y si es verdad lo que pasa ante el señor…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5595,y,y,Cambios,Sustitución,655,656,"…é de mi abuelo Cihuayztitzin. Y la tierra es mía y de mi hacienda. Y como tal, yo lo hube [[y]] recibí el valor de ellas. Y si es verdad lo que pasa ante el señor doctor Ceinos, y yo no…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5596,Y,y,Cambios,Sustitución,683,684,"…. Y la tierra es mía y de mi hacienda. Y como tal, yo lo hube y recibí el valor de ellas. [[Y]] si es verdad lo que pasa ante el señor doctor Ceinos, y yo no estuviera preñada, yo fuera…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5597,y,y,Cambios,Sustitución,739,740,"…hube y recibí el valor de ellas. Y si es verdad lo que pasa ante el señor doctor Ceinos, [[y]] yo no estuviera preñada, yo fuera ante su merced. Y por eso os ruego a vosotros que lo so…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5598,Y,y,Cambios,Sustitución,791,792,"…que pasa ante el señor doctor Ceinos, y yo no estuviera preñada, yo fuera ante su merced. [[Y]] por eso os ruego a vosotros que lo solicitéis y no os descuidéis de favorecer a las perso…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5600,Y,y,Cambios,Sustitución,936,937,"…descuidéis de favorecer a las personas a quien yo les he bendecido las dichas mis casas. [[Y]] que habléis por ellos. Esto es lo que os ruego a vos, mi madre y señora, y a vos, mi herm…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_118_08,bnf_118,Arturo,5603,y,y,Cambios,Sustitución,1172,1173,"…ucho os amo, doña María Tizoc Tzicatzi. Esta carta leerán mi madre, la señora doña María, [[y]] mi hermano don Pedro Dionisio, que están en México. Mi sor. Ynin amatl quimotiliz y note…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_266_10,bnf_266,Flor,5427,y,y,Cambios,Sustitución,4260,4261,"…que venían de la boca del río. Ha este tiempo, vinieron de Veracruz tres barcos con agua [[y]] bizcocho. Salieron algunas piraguas de la taratana y barco, y de sus navíos más cercanos,…",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_266_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_266_10/BnF_266_10_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_05,bnf_394,Flor,5511,y,y,Cambios,Sustitución,136,137,…ho mes y año susodicho ante el dicho alcalde mayor paresció el dicho Fernando de Quintana [[y]] presentó el escrito,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_394_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_394_05/BnF_394_05_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_07,bnf_394,Rodrigo,1491,y,y,Cambios,Sustitución,905,906,…lo cual el dicho licenciado les dio un mandamiento para que dejasen las dichas estancias [[y]] pareciesen ante él a alegar de su derecho. A la séptima pregunta dijo que dice lo que dic…,intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_394_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_394_07/BnF_394_07_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_07,bnf_394,Rodrigo,1495,y,y,Cambios,Sustitución,1372,1373,"…ichas estancias y asimismo le envió a notificar con Juan Múzquiz a Melchor de San Miguel, [[y]] que después de esto el dicho Juan de Rozas y este testigo sirvieron de las dichas dos est…",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_394_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_394_07/BnF_394_07_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_07,bnf_394,Rodrigo,1503,y,y,Cambios,Sustitución,2124,2125,"…al dicho tiempo este testigo vio que el dicho Diego de Olvera estaba en la dicha ciudad, [[y]] que esta es la verdad, y no firmó porque dijo que no sabía escribir.",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_394_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_394_07/BnF_394_07_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_07,bnf_394,Rodrigo,1504,y,y,Cambios,Sustitución,2149,2150,"…tigo vio que el dicho Diego de Olvera estaba en la dicha ciudad, y que esta es la verdad, [[y]] no firmó porque dijo que no sabía escribir.",intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_394_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_394_07/BnF_394_07_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_10,bnf_394,Flor,5561,y,y,Cambios,Sustitución,2096,2097,"…y nunca vio este testigo ni se acuerda que lo contradijese ni perturbase en la posesión, [[y]] que esta es la verdad, y firmólo de su nombre. El dicho Molina, cacique del pueblo que se…",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_394_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_394_10/BnF_394_10_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_10,bnf_394,Flor,5562,y,y,Cambios,Sustitución,2121,2122,"…ni se acuerda que lo contradijese ni perturbase en la posesión, y que esta es la verdad, [[y]] firmólo de su nombre. El dicho Molina, cacique del pueblo que se llama Xalapa, testigo su…",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_394_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_394_10/BnF_394_10_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_10,bnf_394,Flor,5566,y,y,Cambios,Sustitución,2659,2660,"…s que sabe las dichas estancias de Opilichan y GuaCuyulichan de veinte años a esta parte, [[y]] que",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_394_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_394_10/BnF_394_10_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,BnF_394_10,bnf_394,Flor,5588,y,y,Cambios,Sustitución,2283,2284,"…Xalapa, testigo susodicho, presentado por el dicho dio de Olbera para en el dicho pleito [[y]] causa, siendo preguntado por lengua de Po Neto, naguatato, habiendo jurado primero en for…",raw/evaluacion_modernizador/modernisation_reviewer_8_packet/data_ANN_export_anotations/ANN_Documents/BnF_394_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_8_packet/BnF_394_10/BnF_394_10_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3342,y,y,Cambios,Sustitución,172,173,"…uramento del dicho Diego Maldonado en que queda diferido y todavía lo susodicho se afirme [[y]] valga. Para lo así cumplir, guardarán y obligarán sus personas y bienes, y a los bienes y…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3343,y,y,Cambios,Sustitución,212,213,"…e queda diferido y todavía lo susodicho se afirme y valga. Para lo así cumplir, guardarán [[y]] obligarán sus personas y bienes, y a los bienes y propios de esta ciudad, y por ella y po…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3346,y,y,Cambios,Sustitución,262,263,"…y valga. Para lo así cumplir, guardarán y obligarán sus personas y bienes, y a los bienes [[y]] propios de esta ciudad, y por ella y por ellos dieron poder cumplido a las justas de su m…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3348,y,y,Cambios,Sustitución,299,300,"…án y obligarán sus personas y bienes, y a los bienes y propios de esta ciudad, y por ella [[y]] por ellos dieron poder cumplido a las justas de su majestad, a cuya jurisdicción se somet…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3349,y,y,Cambios,Sustitución,396,397,"…llos dieron poder cumplido a las justas de su majestad, a cuya jurisdicción se sometieron [[y]] renunciaron la suya propia. La visita convenida para que por todo rigor de derecho o vía…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3350,y,y,Cambios,Sustitución,647,648,"…cia definitiva de juez competente pasada en cosa juzgada, sobre que renunciaron las leyes [[y]] derechos de su favor, y especialmente renunciaron la ley que dice que general renuncia de…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3351,y,y,Cambios,Sustitución,671,672,"…ompetente pasada en cosa juzgada, sobre que renunciaron las leyes y derechos de su favor, [[y]] especialmente renunciaron la ley que dice que general renuncia de leyes no vale, y de ped…",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
Llama 3.3 70B · 12 000 TPM,LoC_HPKraus_146_new_13,loc_hpkraus,Paco,3352,y,y,Cambios,Sustitución,754,755,"…favor, y especialmente renunciaron la ley que dice que general renuncia de leyes no vale, [[y]] de pedimento de las dichas partes el dicho señor alcalde mayor aprobó lo susodicho.",intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/LoC_HPKraus_146_new_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/LoC_HPKraus_146_new_13/LoC_HPKraus_146_new_13_GT.txt,82,18,13,6,True
