model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_form,effective_error_category,effective_subrule,modernised_start,modernised_end,modernised_context,approximate_source_start,approximate_source_end,approximate_source_context,document_alignment_ratio,context_status,modernised_txt_path,pre_modernisation_txt_path
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1290,jul,jul,Abreviaturas,Expansión completa,388,391,…rapundaro metió en la caja de su madre en pta que fueron a su cargo del alcaba que cobró en los dos Parti [[dos]] desde veinte de noviembre del año de noviembre Y seis hasta trece de el do mes de el de noventa Y siete…,75,75,• don alonso de oñate • En vte y quatro de oTue de mill y quios Y noventa [[]] y ocho años se haze cargo al Thesso Joan de aranda de mill y quios y siete pos seis to y çinco gros de or…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1291,cor,cor,Abreviaturas,Expansión completa,488,491,…Partidos desde veinte de noviembre del año de noviembre Y seis hasta trece de el do mes de el de noventa [[Y s]] iete como Pare Por cierto de el contador Juan de Uribe Salazar iUD_vii pos 6to v Don Antonio de Figueroa…,84,85,• don alonso de oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho añ [[o]] s se haze cargo al Thesso Joan de aranda de mill y quios y siete pos seis to y çinco gros de oro comund q…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1292,Tes,tes,Abreviaturas,Expansión completa,82,85,• Don Alonso de Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y [[oc]] ho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos seis to y cinco gros de oro com…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1277,do,do,Abreviaturas,Expansión completa,8,10,• Don Al [[on]] so de Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso…,8,10,• don al [[on]] so de oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1350,dha,dha,Abreviaturas,Expansión completa,60,63,• Don Alonso de Oñate • En veinte y cuatro de octubre de mil [[y]] cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos seis to y…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1351,mo,mo,Abreviaturas,Expansión completa,51,53,• Don Alonso de Oñate • En veinte y cuatro de octub [[re]] de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1288,Rs,rs,Abreviaturas,Expansión completa,8,10,• Don Al [[on]] so de Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso…,8,10,• don al [[on]] so de oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1305,caxa,caxa,Filológicas - instrucciones,x sibilante → j,0,4,[[• Do]] n Alonso de Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al…,0,4,[[• do]] n alonso de oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thess…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1295,novta,novta,Abreviaturas,Expansión completa,20,25,• Don Alonso de Oñat [[e • E]] n veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda…,20,26,• don alonso de oñat [[e • E]] n vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mi…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1296,novta,novta,Abreviaturas,Expansión completa,60,65,• Don Alonso de Oñate • En veinte y cuatro de octubre de mil [[y ci]] entos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos seis to y c…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1353,sethe,sethe,Filológicas - mecánicas,Simplificación de grupos consonánticos,47,52,• Don Alonso de Oñate • En veinte y cuatro de o [[ctubr]] e de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete po…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1352,dho,dho,Abreviaturas,Expansión completa,28,31,• Don Alonso de Oñate • En v [[ein]] te y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil…,29,29,• don alonso de oñate • En v [[]] te y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1264,pos,pos,Abreviaturas,Expansión completa,7,10,• Don A [[lon]] so de Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso…,7,10,• don a [[lon]] so de oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1269,to,to,Abreviaturas,Expansión completa,14,16,• Don Alonso d [[e]] Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan d…,14,16,• don alonso d [[e]] oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de ar…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1303,herdo,herdo,Abreviaturas,Expansión completa,2,7,• [[Don A]] lonso de Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Te…,2,7,• [[don a]] lonso de oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso J…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1293,novie,novie,Abreviaturas,Expansión completa,14,19,• Don Alonso d [[e Oña]] te • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de A…,14,19,• don alonso d [[e oña]] te • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de arand…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1294,quios,quios,Abreviaturas,Expansión completa,29,34,• Don Alonso de Oñate • En ve [[inte]] y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y…,29,32,• don alonso de oñate • En v [[te]] y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y q…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1297,novta,novta,Abreviaturas,Expansión completa,37,42,• Don Alonso de Oñate • En veinte y c [[uatro]] de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1299,aos,aos,Abreviaturas,Expansión completa,50,53,• Don Alonso de Oñate • En veinte y cuatro de octu [[bre]] de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1300,haze,haze,Filológicas - mecánicas,Regularización de sibilantes,57,61,• Don Alonso de Oñate • En veinte y cuatro de octubre de [[mil]] y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos seis to…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1265,pos,pos,Abreviaturas,Expansión completa,55,58,• Don Alonso de Oñate • En veinte y cuatro de octubre d [[e m]] il y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos seis…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1270,to,to,Abreviaturas,Expansión completa,66,68,• Don Alonso de Oñate • En veinte y cuatro de octubre de mil y cie [[nt]] os Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete pos seis to y cinc…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1298,novta,novta,Abreviaturas,Expansión completa,44,49,• Don Alonso de Oñate • En veinte y cuatro d [[e oct]] ubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan de Aranda de mil y cientos y siete…,34,34,• don alonso de oñate • En vte y [[]] quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de aranda de mill y qui…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v1292_exp135,agn_ahhacienda,Javier,1301,Theso,theso,Abreviaturas,Expansión completa,9,14,• Don Alo [[nso d]] e Oñate • En veinte y cuatro de octubre de mil y cientos Y noventa y ocho años se hace cargo al Teso Juan…,9,14,• don alo [[nso d]] e oñate • En vte y quatro de oTue de mill y quios Y noventa y ocho años se haze cargo al Thesso Joan de…,0.2900452488687783,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v1292_exp135_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_AHHacienda_v1292_exp135/AGN_AHHacienda_v1292_exp135_GT.txt
